S V(S) theta
9.468576160591959390e-01 5.927578617520028459e-01 2.000000000000000111e-01
9.496621299089365031e-01 5.902605477514969445e-01 2.000000000000000111e-01
9.524630961997883061e-01 5.877793919730274208e-01 2.000000000000000111e-01
9.552605113648660051e-01 5.853142401600086586e-01 2.000000000000000111e-01
9.580543718372845907e-01 5.828649401777384886e-01 2.000000000000000111e-01
9.608446740501590533e-01 5.804313419774759231e-01 2.000000000000000111e-01
9.636314145045357105e-01 5.780132975053288158e-01 2.000000000000000111e-01
9.664145901120072546e-01 5.756106603413947420e-01 2.000000000000000111e-01
9.691941979373898119e-01 5.732232858978777434e-01 2.000000000000000111e-01
9.719702350457528617e-01 5.708510315486912123e-01 2.000000000000000111e-01
9.747426985021666601e-01 5.684937565972394413e-01 2.000000000000000111e-01
9.775115853717010195e-01 5.661513222443316229e-01 2.000000000000000111e-01
9.802768927194257520e-01 5.638235915567341161e-01 2.000000000000000111e-01
9.830386176104108920e-01 5.615104294363476578e-01 2.000000000000000111e-01
9.857967571097265846e-01 5.592117025899978611e-01 2.000000000000000111e-01
9.885513082824423092e-01 5.569272794998207932e-01 2.000000000000000111e-01
9.913022682597492086e-01 5.546570303384871226e-01 2.000000000000000111e-01
9.940496345754342711e-01 5.524008266149906810e-01 2.000000000000000111e-01
9.967934049144947517e-01 5.501585413771441502e-01 2.000000000000000111e-01
9.995335769621871425e-01 5.479300493467079702e-01 2.000000000000000111e-01
1.002270148403767047e+00 5.457152268928333605e-01 2.000000000000000111e-01
1.005003116924491069e+00 5.435139520054933504e-01 2.000000000000000111e-01
1.007732480209615034e+00 5.413261042694272884e-01 2.000000000000000111e-01
1.010458235944394989e+00 5.391515648385873938e-01 2.000000000000000111e-01
1.013180381814087205e+00 5.369902164110778031e-01 2.000000000000000111e-01
1.015898915503947286e+00 5.348419432045755650e-01 2.000000000000000111e-01
1.018613834763375969e+00 5.327066308768638736e-01 2.000000000000000111e-01
1.021325137735279887e+00 5.305841661778335494e-01 2.000000000000000111e-01
1.024032822711292701e+00 5.284744371545285757e-01 2.000000000000000111e-01
1.026736887983309421e+00 5.263773332903778357e-01 2.000000000000000111e-01
1.029437331843224834e+00 5.242927454831748380e-01 2.000000000000000111e-01
1.032134152582933062e+00 5.222205660229327639e-01 2.000000000000000111e-01
1.034827348494329557e+00 5.201606885701528515e-01 2.000000000000000111e-01
1.037516917869308886e+00 5.181130081345031169e-01 2.000000000000000111e-01
1.040202858999765612e+00 5.160774210538942031e-01 2.000000000000000111e-01
1.042885170177594523e+00 5.140538249739448062e-01 2.000000000000000111e-01
1.045563849756711017e+00 5.120421187730608281e-01 2.000000000000000111e-01
1.048238896474387172e+00 5.100422022204667005e-01 2.000000000000000111e-01
1.050910309213684446e+00 5.080539761822761013e-01 2.000000000000000111e-01
1.053578086857925422e+00 5.060773427636487964e-01 2.000000000000000111e-01
1.056242228290432461e+00 5.041122052904351003e-01 2.000000000000000111e-01
1.058902732394527924e+00 5.021584682906015118e-01 2.000000000000000111e-01
1.061559598053534614e+00 5.002160374759954120e-01 2.000000000000000111e-01
1.064212824150774450e+00 4.982848197244442723e-01 2.000000000000000111e-01
1.066862409569570680e+00 4.963647230621760498e-01 2.000000000000000111e-01
1.069508353193245442e+00 4.944556566465634906e-01 2.000000000000000111e-01
1.072150654072944631e+00 4.925575305813967297e-01 2.000000000000000111e-01
1.074789311646215939e+00 4.906702556818173799e-01 2.000000000000000111e-01
1.077424325234555225e+00 4.887937439650906768e-01 2.000000000000000111e-01
1.080055694154498314e+00 4.869279085256939532e-01 2.000000000000000111e-01
1.082683417722581698e+00 4.850726635144698151e-01 2.000000000000000111e-01
1.085307944357025489e+00 4.834276880179273483e-01 2.000000000000000111e-01
1.087930115304068357e+00 4.818327521673322344e-01 2.000000000000000111e-01
1.090549946908836443e+00 4.802459309669729337e-01 2.000000000000000111e-01
1.093167435994770065e+00 4.786671626832650905e-01 2.000000000000000111e-01
1.095782579414123381e+00 4.770963862424172364e-01 2.000000000000000111e-01
1.098395373977916645e+00 4.755335412600765199e-01 2.000000000000000111e-01
1.101005816535471693e+00 4.739785679883385949e-01 2.000000000000000111e-01
1.103613904131983237e+00 4.724314072214388927e-01 2.000000000000000111e-01
1.106219633816455605e+00 4.708920003933696474e-01 2.000000000000000111e-01
1.108823002637893129e+00 4.693602895713943068e-01 2.000000000000000111e-01
1.111424007645299472e+00 4.678362174476006219e-01 2.000000000000000111e-01
1.114022645887679186e+00 4.663197273305864088e-01 2.000000000000000111e-01
1.116618914414035935e+00 4.648107631372803694e-01 2.000000000000000111e-01
1.119212810273373826e+00 4.633092693848919197e-01 2.000000000000000111e-01
1.121804330514697190e+00 4.618151911829890266e-01 2.000000000000000111e-01
1.124393472214571421e+00 4.603284742127925488e-01 2.000000000000000111e-01
1.126980232636904500e+00 4.588490646326837674e-01 2.000000000000000111e-01
1.129564609123549390e+00 4.573769091262449571e-01 2.000000000000000111e-01
1.132146599016615074e+00 4.559119549416553729e-01 2.000000000000000111e-01
1.134726199658209866e+00 4.544541498845662275e-01 2.000000000000000111e-01
1.137303408390441639e+00 4.530034423108431629e-01 2.000000000000000111e-01
1.139878222555419374e+00 4.515597811194230760e-01 2.000000000000000111e-01
1.142450639495250497e+00 4.501231157452846299e-01 2.000000000000000111e-01
1.145020656552044436e+00 4.486933961525236270e-01 2.000000000000000111e-01
1.147588271067908838e+00 4.472705728275404580e-01 2.000000000000000111e-01
1.150153480411949092e+00 4.458545967592893455e-01 2.000000000000000111e-01
1.152716282138690040e+00 4.444454193447484602e-01 2.000000000000000111e-01
1.155276673880512028e+00 4.430429924383994522e-01 2.000000000000000111e-01
1.157834653270059189e+00 4.416472683933484467e-01 2.000000000000000111e-01
1.160390217939976765e+00 4.402582000552240360e-01 2.000000000000000111e-01
1.162943365522911110e+00 4.388757407559172319e-01 2.000000000000000111e-01
1.165494093651506802e+00 4.374998443074193943e-01 2.000000000000000111e-01
1.168042399958408861e+00 4.361304649957508106e-01 2.000000000000000111e-01
1.170588282076263642e+00 4.347675575749836985e-01 2.000000000000000111e-01
1.173131737637715499e+00 4.334110772613554707e-01 2.000000000000000111e-01
1.175672764301795459e+00 4.320609797143531439e-01 2.000000000000000111e-01
1.178211359910660061e+00 4.307172209421973874e-01 2.000000000000000111e-01
1.180747522384064441e+00 4.293797573524062439e-01 2.000000000000000111e-01
1.183281249642039068e+00 4.280485457943870031e-01 2.000000000000000111e-01
1.185812539604616855e+00 4.267235435541972821e-01 2.000000000000000111e-01
1.188341390191828273e+00 4.254047083491245274e-01 2.000000000000000111e-01
1.190867799323705789e+00 4.240919983223438994e-01 2.000000000000000111e-01
1.193391764920280762e+00 4.227853720376584801e-01 2.000000000000000111e-01
1.195913284901584328e+00 4.214847884743154194e-01 2.000000000000000111e-01
1.198432357187648734e+00 4.201902070218993535e-01 2.000000000000000111e-01
1.200948979724235866e+00 4.189015874621592195e-01 2.000000000000000111e-01
1.203463150637587020e+00 4.176188898745797351e-01 2.000000000000000111e-01
1.205974868131121092e+00 4.163420746877175005e-01 2.000000000000000111e-01
1.208484130408544299e+00 4.150711027230413186e-01 2.000000000000000111e-01
1.210990935673563751e+00 4.138059351904240790e-01 2.000000000000000111e-01
1.213495282129885666e+00 4.125465336834285290e-01 2.000000000000000111e-01
1.215997167981217153e+00 4.112928601746612678e-01 2.000000000000000111e-01
1.218496591431264431e+00 4.100448770111952967e-01 2.000000000000000111e-01
1.220993550683734385e+00 4.088025469100573517e-01 2.000000000000000111e-01
1.223488043942333459e+00 4.075658329537823477e-01 2.000000000000000111e-01
1.225980069435806064e+00 4.063346985729077709e-01 2.000000000000000111e-01
1.228469625570391743e+00 4.051091074517274571e-01 2.000000000000000111e-01
1.230956710828925882e+00 4.038890235801218531e-01 2.000000000000000111e-01
1.233441323694542735e+00 4.026744112984484425e-01 2.000000000000000111e-01
1.235923462650376781e+00 4.014652352936549096e-01 2.000000000000000111e-01
1.238403126179561387e+00 4.002614605951644311e-01 2.000000000000000111e-01
1.240880312765230808e+00 3.990630525708184217e-01 2.000000000000000111e-01
1.243355020890519302e+00 3.978699769228785654e-01 2.000000000000000111e-01
1.245827249038560458e+00 3.966821996840850795e-01 2.000000000000000111e-01
1.248296995692488531e+00 3.954996872137699349e-01 2.000000000000000111e-01
1.250764259359748998e+00 3.943224061809645908e-01 2.000000000000000111e-01
1.253229038721978439e+00 3.931503234704439853e-01 2.000000000000000111e-01
1.255691332536672311e+00 3.919834062348000470e-01 2.000000000000000111e-01
1.258151139561633824e+00 3.908216219402060321e-01 2.000000000000000111e-01
1.260608458554665967e+00 3.896649383630594321e-01 2.000000000000000111e-01
1.263063288273571283e+00 3.885133235863772461e-01 2.000000000000000111e-01
1.265515627476152538e+00 3.873667459962408244e-01 2.000000000000000111e-01
1.267965474920212943e+00 3.862251742782909503e-01 2.000000000000000111e-01
1.270412829363554819e+00 3.850885774142721041e-01 2.000000000000000111e-01
1.272857689563982042e+00 3.839569246786231904e-01 2.000000000000000111e-01
1.275300054302851649e+00 3.828301856221552057e-01 2.000000000000000111e-01
1.277739922532111105e+00 3.817083299785002937e-01 2.000000000000000111e-01
1.280177293278674355e+00 3.805913277162082942e-01 2.000000000000000111e-01
1.282612165569769314e+00 3.794791490852225668e-01 2.000000000000000111e-01
1.285044538432625671e+00 3.783717646139758140e-01 2.000000000000000111e-01
1.287474410894471566e+00 3.772691451062212264e-01 2.000000000000000111e-01
1.289901781982536688e+00 3.761712616379071505e-01 2.000000000000000111e-01
1.292326650724049397e+00 3.750780855540942760e-01 2.000000000000000111e-01
1.294749016146238496e+00 3.739895884659143466e-01 2.000000000000000111e-01
1.297168877276333454e+00 3.729057422475705041e-01 2.000000000000000111e-01
1.299586233164336413e+00 3.718265190205514714e-01 2.000000000000000111e-01
1.302001083026957717e+00 3.707518910606084073e-01 2.000000000000000111e-01
1.304413426154829470e+00 3.696818308496764294e-01 2.000000000000000111e-01
1.306823261838906847e+00 3.686163111229092126e-01 2.000000000000000111e-01
1.309230589370145692e+00 3.675553048661677757e-01 2.000000000000000111e-01
1.311635408039501183e+00 3.664987853132252726e-01 2.000000000000000111e-01
1.314037717137929162e+00 3.654467259430090875e-01 2.000000000000000111e-01
1.316437515956384807e+00 3.643991004768806774e-01 2.000000000000000111e-01
1.318834803785823517e+00 3.633558828759512194e-01 2.000000000000000111e-01
1.321229579917200470e+00 3.623170473384330625e-01 2.000000000000000111e-01
1.323621843663443043e+00 3.612825682843650577e-01 2.000000000000000111e-01
1.326011594500043023e+00 3.602524202632445549e-01 2.000000000000000111e-01
1.328398831975225347e+00 3.592265780055921010e-01 2.000000000000000111e-01
1.330783555637544247e+00 3.582050164704104200e-01 2.000000000000000111e-01
1.333165765035554395e+00 3.571877108430103753e-01 2.000000000000000111e-01
1.335545459717809580e+00 3.561746365325380581e-01 2.000000000000000111e-01
1.337922639232864253e+00 3.551657691695339625e-01 2.000000000000000111e-01
1.340297303129273088e+00 3.541610846035244120e-01 2.000000000000000111e-01
1.342669450955590538e+00 3.531605589006449608e-01 2.000000000000000111e-01
1.345039082260370167e+00 3.521641683412947699e-01 2.000000000000000111e-01
1.347406196613318174e+00 3.511718894053547646e-01 2.000000000000000111e-01
1.349770793742325337e+00 3.501836986806005636e-01 2.000000000000000111e-01
1.352132873446683758e+00 3.491995729137509219e-01 2.000000000000000111e-01
1.354492435526018834e+00 3.482194890582216984e-01 2.000000000000000111e-01
1.356849479779957734e+00 3.472434242722443054e-01 2.000000000000000111e-01
1.359204006008127186e+00 3.462713559166711863e-01 2.000000000000000111e-01
1.361556014010153026e+00 3.453032615528092153e-01 2.000000000000000111e-01
1.363905503585662204e+00 3.443391189402811303e-01 2.000000000000000111e-01
1.366252474534281669e+00 3.433789060349137778e-01 2.000000000000000111e-01
1.368596926655637258e+00 3.424226009866552234e-01 2.000000000000000111e-01
1.370938859769673668e+00 3.414701821252721370e-01 2.000000000000000111e-01
1.373278273849922737e+00 3.405216278696686638e-01 2.000000000000000111e-01
1.375615168939847033e+00 3.395769167782769493e-01 2.000000000000000111e-01
1.377949545083249294e+00 3.386360275969825251e-01 2.000000000000000111e-01
1.380281402323932705e+00 3.376989392574994975e-01 2.000000000000000111e-01
1.382610740705699781e+00 3.367656308754173322e-01 2.000000000000000111e-01
1.384937560272353485e+00 3.358360817482707317e-01 2.000000000000000111e-01
1.387261861067696556e+00 3.349102713536359355e-01 2.000000000000000111e-01
1.389583643135531288e+00 3.339881793472497806e-01 2.000000000000000111e-01
1.391902906519661753e+00 3.330697855611526315e-01 2.000000000000000111e-01
1.394219651283364669e+00 3.321550699898569436e-01 2.000000000000000111e-01
1.396533877638708621e+00 3.312440127006952562e-01 2.000000000000000111e-01
1.398845585866094865e+00 3.303365938834231796e-01 2.000000000000000111e-01
1.401154776246267053e+00 3.294327938982047899e-01 2.000000000000000111e-01
1.403461449059969723e+00 3.285325932742109156e-01 2.000000000000000111e-01
1.405765604587946749e+00 3.276359727078748674e-01 2.000000000000000111e-01
1.408067243110942224e+00 3.267429130611706478e-01 2.000000000000000111e-01
