# M,optimal
2.201100550275137291e+00,7.491444627686128399e+00
2.211105552776388095e+00,7.489459133037805749e+00
2.221110555277638898e+00,7.487485162131322092e+00
2.231115557778889258e+00,7.485522851967339797e+00
2.241120560280140062e+00,7.483572337625782112e+00
2.251125562781390421e+00,7.481633752265993920e+00
2.261130565282641225e+00,7.479707227126877633e+00
2.271135567783892029e+00,7.477792891632410566e+00
2.281140570285142388e+00,7.475890873518165947e+00
2.291145572786393192e+00,7.474001298419773676e+00
2.301150575287643552e+00,7.472124290060339291e+00
2.311155577788894355e+00,7.470259970263299465e+00
2.321160580290145159e+00,7.468408458953042839e+00
2.331165582791395519e+00,7.466569874155421616e+00
2.341170585292646322e+00,7.464744331998161897e+00
2.351175587793896682e+00,7.462931946711130138e+00
2.361180590295147486e+00,7.461132830626489465e+00
2.371185592796398289e+00,7.459347094178733428e+00
2.381190595297648649e+00,7.457574846479112729e+00
2.391195597798899453e+00,7.455816195025343873e+00
2.401200600300149812e+00,7.454071245000523760e+00
2.411205602801400616e+00,7.452340099749989122e+00
2.421210605302651420e+00,7.450622860784096524e+00
2.431215607803901779e+00,7.448919627780822061e+00
2.441220610305152583e+00,7.447230498588220726e+00
2.451225612806402943e+00,7.445555569226724124e+00
2.461230615307653746e+00,7.443894933891321841e+00
2.471235617808904550e+00,7.442248684953564286e+00
2.481240620310154910e+00,7.440616912997288779e+00
2.491245622811405713e+00,7.438999707622525825e+00
2.501250625312656073e+00,7.437397156440785473e+00
2.511255627813906877e+00,7.435809345023565164e+00
2.521260630315157680e+00,7.434236357191218225e+00
2.531265632816408040e+00,7.432678275017533309e+00
2.541270635317658844e+00,7.431135178834185062e+00
2.551275637818909203e+00,7.429607147234967179e+00
2.561280640320160007e+00,7.428094257079922436e+00
2.571285642821410811e+00,7.426596583499241788e+00
2.581290645322661170e+00,7.425114199897039136e+00
2.591295647823911974e+00,7.423647178097469990e+00
2.601300650325162334e+00,7.422195589064462418e+00
2.611305652826413137e+00,7.420759501596184471e+00
2.621310655327663941e+00,7.419338982712537778e+00
2.631315657828914301e+00,7.417934097788082326e+00
2.641320660330165104e+00,7.416544910558224402e+00
2.651325662831415464e+00,7.415171483125197582e+00
2.661330665332666268e+00,7.413813875963911393e+00
2.671335667833917071e+00,7.412472147927571697e+00
2.681340670335167431e+00,7.411146356253150103e+00
2.691345672836418235e+00,7.409836556566661514e+00
2.701350675337668594e+00,7.408542803208125527e+00
2.711355677838919398e+00,7.407265149562617168e+00
2.721360680340170202e+00,7.406003646904767201e+00
2.731365682841420561e+00,7.404758344946896997e+00
2.741370685342671365e+00,7.403529291876663088e+00
2.751375687843921725e+00,7.402316534364531186e+00
2.761380690345172528e+00,7.401120117571072576e+00
2.771385692846423332e+00,7.399940085154069536e+00
2.781390695347673692e+00,7.398776479275439577e+00
2.791395697848924495e+00,7.397629340607953630e+00
2.801400700350174855e+00,7.396498708341824546e+00
2.811405702851425659e+00,7.395384620743617354e+00
2.821410705352676462e+00,7.394287114836601837e+00
2.831415707853926822e+00,7.393206225810624588e+00
2.841420710355177626e+00,7.392141987453725527e+00
2.851425712856427985e+00,7.391094432160850936e+00
2.861430715357678789e+00,7.390063590942352434e+00
2.871435717858929593e+00,7.389049493432317206e+00
2.881440720360179952e+00,7.388052167896677069e+00
2.891445722861430756e+00,7.387071641241154119e+00
2.901450725362681116e+00,7.386107939018999424e+00
2.911455727863931919e+00,7.385161085470638653e+00
2.921460730365182723e+00,7.384231104187888306e+00
2.931465732866433083e+00,7.383318017270788403e+00
2.941470735367683886e+00,7.382421845325397136e+00
2.951475737868934246e+00,7.381542607693734048e+00
2.961480740370185050e+00,7.380680322463225806e+00
2.971485742871435853e+00,7.379835006475981452e+00
2.981490745372686213e+00,7.379006675337853594e+00
2.991495747873937017e+00,7.378195343427316644e+00
3.001500750375187376e+00,7.377401023904162081e+00
3.011505752876438180e+00,7.376623728718001871e+00
3.021510755377688540e+00,7.375863468730513794e+00
3.031515757878939343e+00,7.375120254240821183e+00
3.041520760380190147e+00,7.374394094019232959e+00
3.051525762881440507e+00,7.373684995616407889e+00
3.061530765382691310e+00,7.372992965460312575e+00
3.071535767883941670e+00,7.372318008866160177e+00
3.081540770385192474e+00,7.371660130046167936e+00
3.091545772886443277e+00,7.371019332119122858e+00
3.101550775387693637e+00,7.370395617119775977e+00
3.111555777888944441e+00,7.369788986008042997e+00
3.121560780390194800e+00,7.369199438678025516e+00
3.131565782891445604e+00,7.368626974478947211e+00
3.141570785392696408e+00,7.368071591145068489e+00
3.151575787893946767e+00,7.367533286203284959e+00
3.161580790395197571e+00,7.367012055675171034e+00
3.171585792896447931e+00,7.366507894607893903e+00
3.181590795397698734e+00,7.366020797082845739e+00
3.191595797898949538e+00,7.365550756224317652e+00
3.201600800400199898e+00,7.365097764208178077e+00
3.211605802901450701e+00,7.364661812270614227e+00
3.221610805402701061e+00,7.364242890716894863e+00
3.231615807903951865e+00,7.363840988930433262e+00
3.241620810405202668e+00,7.363456095729300266e+00
3.251625812906453028e+00,7.363088199137169276e+00
3.261630815407703832e+00,7.362737286066007414e+00
3.271635817908954191e+00,7.362403342578158316e+00
3.281640820410204995e+00,7.362086353898385838e+00
3.291645822911455799e+00,7.361786304426054528e+00
3.301650825412706158e+00,7.361503177747453108e+00
3.311655827913956962e+00,7.361236956648285812e+00
3.321660830415207322e+00,7.360987623126313828e+00
3.331665832916458125e+00,7.360755158404158394e+00
3.341670835417708929e+00,7.360539542942238889e+00
3.351675837918959289e+00,7.360340756451895672e+00
3.361680840420210092e+00,7.360158777909149741e+00
3.371685842921460452e+00,7.359993585604177824e+00
3.381690845422711256e+00,7.359845157118534154e+00
3.391695847923962059e+00,7.359713469323684976e+00
3.401700850425212419e+00,7.359598498413357781e+00
3.411705852926463223e+00,7.359500219917906705e+00
3.421710855427713582e+00,7.359418608718855559e+00
3.431715857928964386e+00,7.359353639063636265e+00
3.441720860430215190e+00,7.359305284580469397e+00
3.451725862931465549e+00,7.364269044060965719e+00
3.461730865432716353e+00,7.364260813888579449e+00
