# x, F, dF, ddF, Fline, m, f, df, ddf, fline
9.6448,-3.4497,-1.0000,0.0000,-12.2896,12.0560,-3.4497,-0.8000,0.0000,-12.2896
9.6498,-3.4547,-1.0000,0.0000,-12.2996,12.0623,-3.4547,-0.8000,0.0000,-12.2996
9.6548,-3.4597,-1.0000,0.0000,-12.3097,12.0685,-3.4597,-0.8000,0.0000,-12.3097
9.6598,-3.4647,-1.0000,0.0000,-12.3197,12.0748,-3.4647,-0.8000,0.0000,-12.3197
9.6648,-3.4697,-1.0000,0.0000,-12.3297,12.0810,-3.4697,-0.8000,0.0000,-12.3297
9.6698,-3.4747,-1.0000,0.0000,-12.3397,12.0873,-3.4747,-0.8000,0.0000,-12.3397
9.6748,-3.4797,-1.0000,0.0000,-12.3497,12.0935,-3.4797,-0.8000,0.0000,-12.3497
9.6798,-3.4847,-1.0000,0.0000,-12.3597,12.0998,-3.4847,-0.8000,0.0000,-12.3597
9.6848,-3.4897,-1.0000,0.0000,-12.3697,12.1061,-3.4897,-0.8000,0.0000,-12.3697
9.6898,-3.4947,-1.0000,0.0000,-12.3797,12.1123,-3.4947,-0.8000,0.0000,-12.3797
9.6948,-3.4997,-1.0000,0.0000,-12.3897,12.1186,-3.4997,-0.8000,0.0000,-12.3897
9.6998,-3.5047,-1.0000,0.0000,-12.3997,12.1248,-3.5047,-0.8000,0.0000,-12.3997
9.7049,-3.5097,-1.0000,0.0000,-12.4097,12.1311,-3.5097,-0.8000,0.0000,-12.4097
9.7099,-3.5147,-1.0000,0.0000,-12.4197,12.1373,-3.5147,-0.8000,0.0000,-12.4197
9.7149,-3.5197,-1.0000,0.0000,-12.4297,12.1436,-3.5197,-0.8000,0.0000,-12.4297
9.7199,-3.5247,-1.0000,0.0000,-12.4397,12.1498,-3.5247,-0.8000,0.0000,-12.4397
9.7249,-3.5297,-1.0000,0.0000,-12.4497,12.1561,-3.5297,-0.8000,0.0000,-12.4497
9.7299,-3.5347,-1.0000,0.0000,-12.4597,12.1623,-3.5347,-0.8000,0.0000,-12.4597
9.7349,-3.5397,-1.0000,0.0000,-12.4697,12.1686,-3.5397,-0.8000,0.0000,-12.4697
9.7399,-3.5447,-1.0000,0.0000,-12.4797,12.1748,-3.5447,-0.8000,0.0000,-12.4797
9.7449,-3.5497,-1.0000,0.0000,-12.4897,12.1811,-3.5497,-0.8000,0.0000,-12.4897
9.7499,-3.5547,-1.0000,0.0000,-12.4997,12.1873,-3.5547,-0.8000,0.0000,-12.4997
9.7549,-3.5597,-1.0000,0.0000,-12.5098,12.1936,-3.5597,-0.8000,0.0000,-12.5098
9.7599,-3.5647,-1.0000,0.0000,-12.5198,12.1998,-3.5647,-0.8000,0.0000,-12.5198
9.7649,-3.5697,-1.0000,0.0000,-12.5298,12.2061,-3.5697,-0.8000,0.0000,-12.5298
9.7699,-3.5747,-1.0000,0.0000,-12.5398,12.2124,-3.5747,-0.8000,0.0000,-12.5398
9.7749,-3.5797,-1.0000,0.0000,-12.5498,12.2186,-3.5797,-0.8000,0.0000,-12.5498
9.7799,-3.5847,-1.0000,0.0000,-12.5598,12.2249,-3.5847,-0.8000,0.0000,-12.5598
9.7849,-3.5897,-1.0000,0.0000,-12.5698,12.2311,-3.5897,-0.8000,0.0000,-12.5698
9.7899,-3.5947,-1.0000,0.0000,-12.5798,12.2374,-3.5947,-0.8000,0.0000,-12.5798
9.7949,-3.5997,-1.0000,0.0000,-12.5898,12.2436,-3.5997,-0.8000,0.0000,-12.5898
9.7999,-3.6047,-1.0000,0.0000,-12.5998,12.2499,-3.6047,-0.8000,0.0000,-12.5998
9.8049,-3.6097,-1.0000,0.0000,-12.6098,12.2561,-3.6097,-0.8000,0.0000,-12.6098
9.8099,-3.6147,-1.0000,0.0000,-12.6198,12.2624,-3.6147,-0.8000,0.0000,-12.6198
9.8149,-3.6198,-1.0000,0.0000,-12.6298,12.2686,-3.6198,-0.8000,0.0000,-12.6298
9.8199,-3.6248,-1.0000,0.0000,-12.6398,12.2749,-3.6248,-0.8000,0.0000,-12.6398
9.8249,-3.6298,-1.0000,0.0000,-12.6498,12.2811,-3.6298,-0.8000,0.0000,-12.6498
9.8299,-3.6348,-1.0000,0.0000,-12.6598,12.2874,-3.6348,-0.8000,0.0000,-12.6598
9.8349,-3.6398,-1.0000,0.0000,-12.6698,12.2936,-3.6398,-0.8000,0.0000,-12.6698
9.8399,-3.6448,-1.0000,0.0000,-12.6798,12.2999,-3.6448,-0.8000,0.0000,-12.6798
9.8449,-3.6498,-1.0000,0.0000,-12.6898,12.3062,-3.6498,-0.8000,0.0000,-12.6898
9.8499,-3.6548,-1.0000,0.0000,-12.6998,12.3124,-3.6548,-0.8000,0.0000,-12.6998
9.8549,-3.6598,-1.0000,0.0000,-12.7099,12.3187,-3.6598,-0.8000,0.0000,-12.7099
9.8599,-3.6648,-1.0000,0.0000,-12.7199,12.3249,-3.6648,-0.8000,0.0000,-12.7199
9.8649,-3.6698,-1.0000,0.0000,-12.7299,12.3312,-3.6698,-0.8000,0.0000,-12.7299
9.8699,-3.6748,-1.0000,0.0000,-12.7399,12.3374,-3.6748,-0.8000,0.0000,-12.7399
9.8749,-3.6798,-1.0000,0.0000,-12.7499,12.3437,-3.6798,-0.8000,0.0000,-12.7499
9.8799,-3.6848,-1.0000,0.0000,-12.7599,12.3499,-3.6848,-0.8000,0.0000,-12.7599
9.8849,-3.6898,-1.0000,0.0000,-12.7699,12.3562,-3.6898,-0.8000,0.0000,-12.7699
9.8899,-3.6948,-1.0000,0.0000,-12.7799,12.3624,-3.6948,-0.8000,0.0000,-12.7799
9.8949,-3.6998,-1.0000,0.0000,-12.7899,12.3687,-3.6998,-0.8000,0.0000,-12.7899
9.8999,-3.7048,-1.0000,0.0000,-12.7999,12.3749,-3.7048,-0.8000,0.0000,-12.7999
9.9050,-3.7098,-1.0000,0.0000,-12.8099,12.3812,-3.7098,-0.8000,0.0000,-12.8099
9.9100,-3.7148,-1.0000,0.0000,-12.8199,12.3874,-3.7148,-0.8000,0.0000,-12.8199
9.9150,-3.7198,-1.0000,0.0000,-12.8299,12.3937,-3.7198,-0.8000,0.0000,-12.8299
9.9200,-3.7248,-1.0000,0.0000,-12.8399,12.3999,-3.7248,-0.8000,0.0000,-12.8399
9.9250,-3.7298,-1.0000,0.0000,-12.8499,12.4062,-3.7298,-0.8000,0.0000,-12.8499
9.9300,-3.7348,-1.0000,0.0000,-12.8599,12.4125,-3.7348,-0.8000,0.0000,-12.8599
9.9350,-3.7398,-1.0000,0.0000,-12.8699,12.4187,-3.7398,-0.8000,0.0000,-12.8699
9.9400,-3.7448,-1.0000,0.0000,-12.8799,12.4250,-3.7448,-0.8000,0.0000,-12.8799
9.9450,-3.7498,-1.0000,0.0000,-12.8899,12.4312,-3.7498,-0.8000,0.0000,-12.8899
9.9500,-3.7548,-1.0000,0.0000,-12.8999,12.4375,-3.7548,-0.8000,0.0000,-12.8999
9.9550,-3.7598,-1.0000,0.0000,-12.9100,12.4437,-3.7598,-0.8000,0.0000,-12.9100
9.9600,-3.7648,-1.0000,0.0000,-12.9200,12.4500,-3.7648,-0.8000,0.0000,-12.9200
9.9650,-3.7698,-1.0000,0.0000,-12.9300,12.4562,-3.7698,-0.8000,0.0000,-12.9300
9.9700,-3.7748,-1.0000,0.0000,-12.9400,12.4625,-3.7748,-0.8000,0.0000,-12.9400
9.9750,-3.7798,-1.0000,0.0000,-12.9500,12.4687,-3.7798,-0.8000,0.0000,-12.9500
9.9800,-3.7848,-1.0000,0.0000,-12.9600,12.4750,-3.7848,-0.8000,0.0000,-12.9600
9.9850,-3.7898,-1.0000,0.0000,-12.9700,12.4812,-3.7898,-0.8000,0.0000,-12.9700
9.9900,-3.7948,-1.0000,0.0000,-12.9800,12.4875,-3.7948,-0.8000,0.0000,-12.9800
9.9950,-3.7998,-1.0000,0.0000,-12.9900,12.4937,-3.7998,-0.8000,0.0000,-12.9900
10.0000,-3.8048,-1.0000,0.0000,-13.0000,12.5000,-3.8048,-0.8000,0.0000,-13.0000
