0.000000000000000000e+00,-5.026025485382858487e-35
1.000500250125062503e-02,-8.094045003934860483e-03
2.001000500250125005e-02,-1.610736984788964377e-02
3.001500750375187682e-02,-2.403935232075425296e-02
4.002001000500250011e-02,-3.188938994782784808e-02
5.002501250625312340e-02,-3.965690022407705045e-02
6.003001500750375363e-02,-4.734132083609191022e-02
7.003501750875437692e-02,-5.494210987258626305e-02
8.004002001000500022e-02,-6.245874602329895553e-02
9.004502251125562351e-02,-6.989072876616295171e-02
1.000500250125062468e-01,-7.723757854261968647e-02
1.100550275137568701e-01,-8.449883692096657462e-02
1.200600300150075073e-01,-9.167406674763663166e-02
1.300650325162581167e-01,-9.876285228631906388e-02
1.400700350175087538e-01,-1.057647993448417312e-01
1.500750375187593633e-01,-1.126795353897460800e-01
1.600800400200100004e-01,-1.195067096484971753e-01
1.700850425212606376e-01,-1.262459931992814810e-01
1.800900450225112470e-01,-1.328970790483569309e-01
1.900950475237618842e-01,-1.394596821949304066e-01
2.001000500250124936e-01,-1.459335396835485521e-01
2.101050525262631308e-01,-1.523184106439995078e-01
2.201100550275137402e-01,-1.586140763187338376e-01
2.301150575287643774e-01,-1.648203400778234240e-01
2.401200600300150145e-01,-1.709370274214887797e-01
2.501250625312656517e-01,-1.769639859702356322e-01
2.601300650325162334e-01,-1.829010854426523780e-01
2.701350675337668705e-01,-1.887482176209306917e-01
2.801400700350175077e-01,-1.945052963041822847e-01
2.901450725362681449e-01,-2.001722572496348884e-01
3.001500750375187265e-01,-2.057490581018014686e-01
3.101550775387693637e-01,-2.112356783097261992e-01
3.201600800400200009e-01,-2.166321190324206614e-01
3.301650825412706380e-01,-2.219384030326147228e-01
3.401700850425212752e-01,-2.271545745589547138e-01
3.501750875437718569e-01,-2.322806992167919804e-01
3.601800900450224940e-01,-2.373168638277138309e-01
3.701850925462731312e-01,-2.422631762779782760e-01
3.801900950475237684e-01,-2.471197653560222030e-01
3.901950975487743500e-01,-2.518867805792221470e-01
4.002001000500249872e-01,-2.565643920100945108e-01
4.102051025512756244e-01,-2.611527900621306020e-01
4.202101050525262615e-01,-2.656521852954694118e-01
4.302151075537768987e-01,-2.700628082026197418e-01
4.402201100550274804e-01,-2.743849089844487277e-01
4.502251125562781175e-01,-2.786187573166635234e-01
4.602301150575287547e-01,-2.827646421070172389e-01
4.702351175587793919e-01,-2.868228712434779948e-01
4.802401200600300291e-01,-2.907937713336071206e-01
4.902451225612806107e-01,-2.946776874353959630e-01
5.002501250625313034e-01,-2.984749827798190980e-01
5.102551275637818851e-01,-3.021860384853650716e-01
5.202601300650324667e-01,-3.058112532648123438e-01
5.302651325662831594e-01,-3.093510431245217185e-01
5.402701350675337411e-01,-3.128058410565211500e-01
5.502751375687843227e-01,-3.161760967236638686e-01
5.602801400700350154e-01,-3.194622761381429865e-01
5.702851425712855971e-01,-3.226648613336501881e-01
5.802901450725362897e-01,-3.257843500314692164e-01
5.902951475737868714e-01,-3.288212553007968664e-01
6.003001500750374531e-01,-3.317761052135876909e-01
6.103051525762881457e-01,-3.346494424942198509e-01
6.203101550775387274e-01,-3.374418241642815897e-01
6.303151575787894201e-01,-3.401538211827799252e-01
6.403201600800400017e-01,-3.427860180820729852e-01
6.503251625812905834e-01,-3.453390125998294091e-01
6.603301650825412761e-01,-3.478134153073181856e-01
6.703351675837918577e-01,-3.502098492343326819e-01
6.803401700850425504e-01,-3.525289494910519572e-01
6.903451725862931321e-01,-3.547713628871426161e-01
7.003501750875437137e-01,-3.569377475484039053e-01
7.103551775887944064e-01,-3.590287725312561462e-01
7.203601800900449881e-01,-3.610451174353736525e-01
7.303651825912956808e-01,-3.629874720147589495e-01
7.403701850925462624e-01,-3.648565357875554471e-01
7.503751875937968441e-01,-3.666530176448923317e-01
7.603801900950475368e-01,-3.683776354590524438e-01
7.703851925962981184e-01,-3.700311156912525767e-01
7.803901950975487001e-01,-3.716141929993214688e-01
7.903951975987993928e-01,-3.731276098455573731e-01
8.004002001000499744e-01,-3.745721161050443726e-01
8.104052026013006671e-01,-3.759484686747023297e-01
8.204102051025512488e-01,-3.772574310833403666e-01
8.304152076038018304e-01,-3.784997731029817736e-01
8.404202101050525231e-01,-3.796762703617213575e-01
8.504252126063031048e-01,-3.807877039583724699e-01
8.604302151075537974e-01,-3.818348600791571235e-01
8.704352176088043791e-01,-3.828185296166849438e-01
8.804402201100549608e-01,-3.837395077914644292e-01
8.904452226113056534e-01,-3.845985937761816076e-01
9.004502251125562351e-01,-3.853965903229780166e-01
9.104552276138069278e-01,-3.861343033939521607e-01
9.204602301150575094e-01,-3.868125417951039924e-01
9.304652326163080911e-01,-3.874321168139350235e-01
9.404702351175587838e-01,-3.879938418609109041e-01
9.504752376188093654e-01,-3.884985321149866389e-01
9.604802401200600581e-01,-3.889470041733883443e-01
9.704852426213106398e-01,-3.893400757058388950e-01
9.804902451225612214e-01,-3.896785651134074824e-01
9.904952476238119141e-01,-3.899632911921577794e-01
1.000500250125062607e+00,-3.901950728017604675e-01
1.010505252626313188e+00,-3.903747285392314970e-01
1.020510255127563770e+00,-3.905030764179478475e-01
1.030515257628814352e+00,-3.905809335520877279e-01
1.040520260130064933e+00,-3.906091158466337143e-01
1.050525262631315737e+00,-3.905884376930709445e-01
1.060530265132566319e+00,-3.905197116709049898e-01
1.070535267633816900e+00,-3.904037482551172000e-01
1.080540270135067482e+00,-3.902413555296680436e-01
1.090545272636318064e+00,-3.900333389071513057e-01
1.100550275137568645e+00,-3.897805008546965100e-01
1.110555277638819449e+00,-3.894836406262076056e-01
1.120560280140070031e+00,-3.891435540010209082e-01
