# M,mandate
1.570785392696348204e+00,7.135465218534654319e+00
1.580790395197598786e+00,7.131248967937585448e+00
1.590795397698849367e+00,7.127040500894635144e+00
1.600800400200099949e+00,7.122841874302944909e+00
1.610805402701350530e+00,7.118655025248045831e+00
1.620810405202601334e+00,7.114481776227199461e+00
1.630815407703851916e+00,7.110323839902269683e+00
1.640820410205102498e+00,7.106182823672094528e+00
1.650825412706353079e+00,7.102060234419250051e+00
1.660830415207603661e+00,7.097957482917765404e+00
1.670835417708854465e+00,7.093875888066007995e+00
1.680840420210105046e+00,7.089816681084530892e+00
1.690845422711355628e+00,7.085781009559511290e+00
1.700850425212606210e+00,7.081769941365364751e+00
1.710855427713856791e+00,7.077784468256842487e+00
1.720860430215107595e+00,7.073825509827834424e+00
1.730865432716358177e+00,7.149185887970579856e+00
1.740870435217608758e+00,7.146134878908966037e+00
1.750875437718859340e+00,7.143111560887764888e+00
1.760880440220109922e+00,7.140115647753054517e+00
1.770885442721360725e+00,7.137146856481408008e+00
1.780890445222611307e+00,7.134204907242403415e+00
1.790895447723861889e+00,7.131289523436376676e+00
1.800900450225112470e+00,7.128400431738667109e+00
1.810905452726363052e+00,7.125537362141563413e+00
1.820910455227613856e+00,7.122700047977857274e+00
1.830915457728864437e+00,7.119888225941229720e+00
1.840920460230115019e+00,7.117101636102576734e+00
1.850925462731365601e+00,7.114340021917145762e+00
1.860930465232616182e+00,7.111603130243650206e+00
1.870935467733866986e+00,7.108890711340002611e+00
1.880940470235117568e+00,7.106202518854609629e+00
1.890945472736368149e+00,7.103538309833365538e+00
1.900950475237618731e+00,7.100897844698029537e+00
1.910955477738869313e+00,7.098280887240528969e+00
1.920960480240120116e+00,7.095687204603914111e+00
1.930965482741370698e+00,7.093116567260436156e+00
1.940970485242621280e+00,7.090568748991692871e+00
1.950975487743871861e+00,7.088043526862183974e+00
1.960980490245122443e+00,7.085540681194774315e+00
1.970985492746373025e+00,7.083059995537873910e+00
1.980990495247623828e+00,7.080601256636871454e+00
1.990995497748874410e+00,7.078164254401106525e+00
2.001000500250125214e+00,7.075748781863842041e+00
2.011005502751375573e+00,7.073354635155686410e+00
2.021010505252626377e+00,7.070981613462008930e+00
2.031015507753876737e+00,7.068629518978573500e+00
2.041020510255127540e+00,7.066298156888014326e+00
2.051025512756378344e+00,7.063987335305401238e+00
2.061030515257628704e+00,7.061696865242646837e+00
2.071035517758879507e+00,7.059426560562035213e+00
2.081040520260129867e+00,7.057176237940306684e+00
2.091045522761380671e+00,7.054945716826248159e+00
2.101050525262631474e+00,7.052734819392079579e+00
2.111055527763881834e+00,7.050543370501324070e+00
2.121060530265132638e+00,7.048371197653289677e+00
2.131065532766382997e+00,7.046218130943597835e+00
2.141070535267633801e+00,7.044084003024289942e+00
2.151075537768884161e+00,7.041968649051653983e+00
2.161080540270134964e+00,7.039871906652509281e+00
2.171085542771385768e+00,7.037793615884188725e+00
2.181090545272636128e+00,7.035733619184927790e+00
2.191095547773886931e+00,7.033691761335270520e+00
2.201100550275137291e+00,7.031667889407737349e+00
2.211105552776388095e+00,7.029661852737341121e+00
2.221110555277638898e+00,7.027673502867342492e+00
2.231115557778889258e+00,7.025702693522821285e+00
2.241120560280140062e+00,7.023749280562227248e+00
2.251125562781390421e+00,7.021813121943656810e+00
2.261130565282641225e+00,7.019894077675031596e+00
2.271135567783892029e+00,7.017992009782495266e+00
2.281140570285142388e+00,7.016106782264063924e+00
2.291145572786393192e+00,7.014238261069424496e+00
2.301150575287643552e+00,7.012386314049584790e+00
2.311155577788894355e+00,7.010550810926361898e+00
2.321160580290145159e+00,7.008731623253106946e+00
2.331165582791395519e+00,7.006928624377158243e+00
2.341170585292646322e+00,7.005141689412056394e+00
2.351175587793896682e+00,7.003370695207268959e+00
2.361180590295147486e+00,7.001615520304609319e+00
2.371185592796398289e+00,6.999876044906907069e+00
2.381190595297648649e+00,6.998152150845086794e+00
2.391195597798899453e+00,6.996443721558103235e+00
2.401200600300149812e+00,6.994750642053970680e+00
2.411205602801400616e+00,6.993072798880050733e+00
2.421210605302651420e+00,6.991410080087244516e+00
2.431215607803901779e+00,6.989762375219057411e+00
2.441220610305152583e+00,6.988129575271554650e+00
2.451225612806402943e+00,6.986511572657382985e+00
2.461230615307653746e+00,6.984908261192972923e+00
2.471235617808904550e+00,6.983319536067732258e+00
2.481240620310154910e+00,6.981745293816291387e+00
2.491245622811405713e+00,6.980185432302318027e+00
2.501250625312656073e+00,6.978639850680653289e+00
2.511255627813906877e+00,6.977108449379342936e+00
2.521260630315157680e+00,6.975591130074181301e+00
2.531265632816408040e+00,6.974087795663836964e+00
2.541270635317658844e+00,6.972598350255760025e+00
2.551275637818909203e+00,6.971122699135578138e+00
2.561280640320160007e+00,6.969660748752677826e+00
2.571285642821410811e+00,6.968212406694738625e+00
2.581290645322661170e+00,6.966777581663698093e+00
2.591295647823911974e+00,6.965356183456171912e+00
2.601300650325162334e+00,6.963948122948742103e+00
2.611305652826413137e+00,6.962553312075639766e+00
2.621310655327663941e+00,6.961171663810512555e+00
2.631315657828914301e+00,6.959803092151135573e+00
2.641320660330165104e+00,6.958447512101881394e+00
2.651325662831415464e+00,6.957104839647792360e+00
2.661330665332666268e+00,6.955774991745869329e+00
2.671335667833917071e+00,6.954457886305632108e+00
2.681340670335167431e+00,6.953153442176981613e+00
2.691345672836418235e+00,6.951861579123223223e+00
2.701350675337668594e+00,6.950582217811946961e+00
2.711355677838919398e+00,6.949315279802029899e+00
2.721360680340170202e+00,6.948060687531716795e+00
2.731365682841420561e+00,6.946818364286632352e+00
2.741370685342671365e+00,6.945588234201239608e+00
2.751375687843921725e+00,6.944370222243122726e+00
2.761380690345172528e+00,6.943164254195943741e+00
2.771385692846423332e+00,6.941970256654318661e+00
2.781390695347673692e+00,6.940788156999342817e+00
2.791395697848924495e+00,6.939617883393016662e+00
2.801400700350174855e+00,6.938459364757695091e+00
2.811405702851425659e+00,6.937312530775687769e+00
2.821410705352676462e+00,6.936177311872477880e+00
2.831415707853926822e+00,6.935053639193759167e+00
2.841420710355177626e+00,6.933941444607562232e+00
2.851425712856427985e+00,6.932840660692568768e+00
2.861430715357678789e+00,6.931751220721290352e+00
2.871435717858929593e+00,6.930673058656484642e+00
2.881440720360179952e+00,6.929606109137415260e+00
2.891445722861430756e+00,6.928550307458868573e+00
2.901450725362681116e+00,6.927505589570694511e+00
2.911455727863931919e+00,6.926471892074546055e+00
2.921460730365182723e+00,6.925449152209204762e+00
2.931465732866433083e+00,6.924437307833072097e+00
2.941470735367683886e+00,6.923436297420186847e+00
2.951475737868934246e+00,6.922446060053681904e+00
2.961480740370185050e+00,6.921466535413408394e+00
2.971485742871435853e+00,6.920497663773444330e+00
2.981490745372686213e+00,6.919539385990816527e+00
2.991495747873937017e+00,6.918591643493069654e+00
3.001500750375187376e+00,6.917654378277234173e+00
3.011505752876438180e+00,6.916727532890828201e+00
3.021510755377688540e+00,6.915811050428834150e+00
3.031515757878939343e+00,6.914904874529760548e+00
3.041520760380190147e+00,6.914008949371883261e+00
3.051525762881440507e+00,6.913123219647299145e+00
3.061530765382691310e+00,6.912247630572165846e+00
3.071535767883941670e+00,6.911382127869728720e+00
3.081540770385192474e+00,6.910526657774813231e+00
3.091545772886443277e+00,6.909681167018847603e+00
3.101550775387693637e+00,6.908845602818862730e+00
3.111555777888944441e+00,6.908019912881606217e+00
3.121560780390194800e+00,6.907204045393745773e+00
3.131565782891445604e+00,6.906397949007002879e+00
3.141570785392696408e+00,6.905601572843610647e+00
3.151575787893946767e+00,6.904814866481883584e+00
3.161580790395197571e+00,6.904037779956159859e+00
3.171585792896447931e+00,6.903270263740330925e+00
3.181590795397698734e+00,6.902512268752776237e+00
3.191595797898949538e+00,6.901763746343489991e+00
3.201600800400199898e+00,6.901024648298458075e+00
3.211605802901450701e+00,6.900294926822006403e+00
3.221610805402701061e+00,6.899574534544338889e+00
3.231615807903951865e+00,6.898863424507603703e+00
3.241620810405202668e+00,6.898161550152249077e+00
3.251625812906453028e+00,6.897468865328403531e+00
3.261630815407703832e+00,6.896785324286651253e+00
3.271635817908954191e+00,6.896110881665181935e+00
3.281640820410204995e+00,6.895445492492376260e+00
3.291645822911455799e+00,6.894789112176865409e+00
3.301650825412706158e+00,6.894141696506630446e+00
3.311655827913956962e+00,6.893503201645724054e+00
3.321660830415207322e+00,6.892873584125876363e+00
3.331665832916458125e+00,6.892252800849769656e+00
3.341670835417708929e+00,6.891640809070752383e+00
3.351675837918959289e+00,6.891037566404389025e+00
3.361680840420210092e+00,6.890443030807093194e+00
3.371685842921460452e+00,6.889857160594544006e+00
3.381690845422711256e+00,6.889279914416690076e+00
3.391695847923962059e+00,6.888711251264178159e+00
3.401700850425212419e+00,6.888151130462892624e+00
3.411705852926463223e+00,6.887599511672914510e+00
3.421710855427713582e+00,6.887056354886675891e+00
3.431715857928964386e+00,6.886521620408113442e+00
3.441720860430215190e+00,6.885995268865196195e+00
3.451725862931465549e+00,6.885477261199008048e+00
3.461730865432716353e+00,6.884967558663236176e+00
3.471735867933966713e+00,6.884466122821908840e+00
3.481740870435217516e+00,6.883972915542175386e+00
3.491745872936468320e+00,6.883487898998739141e+00
3.501750875437718680e+00,6.883011035656121379e+00
3.511755877938969483e+00,6.882542288272395226e+00
3.521760880440219843e+00,6.882081619897845393e+00
3.531765882941470647e+00,6.881628993881593104e+00
3.541770885442721450e+00,6.881184373853285408e+00
3.551775887943971810e+00,6.880747723717537845e+00
3.561780890445222614e+00,6.880319007660089525e+00
3.571785892946472973e+00,6.879898190141513936e+00
3.581790895447723777e+00,6.879485235890197004e+00
3.591795897948974581e+00,6.879080109910102436e+00
3.601800900450224940e+00,6.878682777473922982e+00
3.611805902951475744e+00,6.878293204113030690e+00
3.621810905452726104e+00,6.877911355620346612e+00
3.631815907953976907e+00,6.877537198046569600e+00
3.641820910455227711e+00,6.877170697693704149e+00
3.651825912956478071e+00,6.876811821122005952e+00
3.661830915457728874e+00,6.876460535141216468e+00
3.671835917958979234e+00,6.876116806802088810e+00
3.681840920460230038e+00,6.875780603406178138e+00
3.691845922961480841e+00,6.875451892499364170e+00
3.701850925462731201e+00,6.875130641845863977e+00
3.711855927963982005e+00,6.874816819454470540e+00
3.721860930465232364e+00,6.874510393575301137e+00
3.731865932966483168e+00,6.874211332689699638e+00
3.741870935467733972e+00,6.873919605502821994e+00
3.751875937968984331e+00,6.873635180948805434e+00
3.761880940470235135e+00,6.873358028184728852e+00
3.771885942971485495e+00,6.873088116599844533e+00
3.781890945472736298e+00,6.872825415798213378e+00
3.791895947973987102e+00,6.872569895593755085e+00
3.801900950475237462e+00,6.872321526021655913e+00
3.811905952976488265e+00,6.872080277326645614e+00
3.821910955477738625e+00,6.871846119963279875e+00
3.831915957978989429e+00,6.871619024592542146e+00
3.841920960480240232e+00,6.871398962089792839e+00
3.851925962981490592e+00,6.871185903537503137e+00
3.861930965482741396e+00,6.870979820216055245e+00
3.871935967983991755e+00,6.870780683603821437e+00
3.881940970485242559e+00,6.870588465373089093e+00
3.891945972986492919e+00,6.870403137398874982e+00
3.901950975487743722e+00,6.870224671746195000e+00
3.911955977988994526e+00,6.870053040673054667e+00
3.921960980490244886e+00,6.869888216634583600e+00
3.931965982991495689e+00,6.869730172282284997e+00
3.941970985492746049e+00,6.869578880437850366e+00
3.951975987993996853e+00,6.869434314103211925e+00
3.961980990495247656e+00,6.869296446483362573e+00
3.971985992996498016e+00,6.869165250958813473e+00
3.981990995497748820e+00,6.869040701084715650e+00
3.991995997998999179e+00,6.868922770598720362e+00
4.002001000500250427e+00,6.868811433400878741e+00
4.012006003001500787e+00,6.868706663579285276e+00
4.022011005502751146e+00,6.868608435395416656e+00
4.032016008004001506e+00,6.868516723277768854e+00
4.042021010505252754e+00,6.868431501826991692e+00
4.052026013006503113e+00,6.868352745808256721e+00
4.062031015507753473e+00,6.868280430153067329e+00
4.072036018009004721e+00,6.868214529964710380e+00
4.082041020510255080e+00,6.868155020506831576e+00
4.092046023011505440e+00,6.868101877202137828e+00
4.102051025512756688e+00,6.868055075633182405e+00
4.112056028014007047e+00,6.868014591547351166e+00
4.122061030515257407e+00,6.867980400841386057e+00
4.132066033016507767e+00,6.867952479578955938e+00
4.142071035517759015e+00,6.867930803970500264e+00
4.152076038019009374e+00,6.867915350378035910e+00
4.162081040520259734e+00,6.867906095321961502e+00
4.172086043021510982e+00,6.867903015462814231e+00
