# M,mandate
2.801400700350174855e+00,7.115116752296783531e+00
2.811405702851425659e+00,7.113983317595505618e+00
2.821410705352676462e+00,7.112863229850217905e+00
2.831415707853926822e+00,7.111756380078029238e+00
2.841420710355177626e+00,7.110662660999260254e+00
2.851425712856427985e+00,7.109581967004108272e+00
2.861430715357678789e+00,7.108514194119864626e+00
2.871435717858929593e+00,7.107459239978670240e+00
2.881440720360179952e+00,7.106417003785880482e+00
2.891445722861430756e+00,7.105387386288925633e+00
2.901450725362681116e+00,7.104370289746773537e+00
2.911455727863931919e+00,7.103365617899903839e+00
2.921460730365182723e+00,7.102373275940866648e+00
2.931465732866433083e+00,7.101393170485343020e+00
2.941470735367683886e+00,7.100425209543768545e+00
2.951475737868934246e+00,7.099469302493495171e+00
2.961480740370185050e+00,7.098525360051443300e+00
2.971485742871435853e+00,7.097593294247333873e+00
2.981490745372686213e+00,7.096673018397378740e+00
2.991495747873937017e+00,7.095764447078532378e+00
3.001500750375187376e+00,7.094867496103226756e+00
3.011505752876438180e+00,7.093982082494600938e+00
3.021510755377688540e+00,7.093108124462252029e+00
3.031515757878939343e+00,7.092245541378442653e+00
3.041520760380190147e+00,7.091394253754820021e+00
3.051525762881440507e+00,7.090554183219591522e+00
3.061530765382691310e+00,7.089725252495182595e+00
3.071535767883941670e+00,7.088907385376347570e+00
3.081540770385192474e+00,7.088100506708745030e+00
3.091545772886443277e+00,7.087304542367964366e+00
3.101550775387693637e+00,7.086519419238982209e+00
3.111555777888944441e+00,7.085745065196076276e+00
3.121560780390194800e+00,7.084981409083147774e+00
3.131565782891445604e+00,7.084228380694473692e+00
3.141570785392696408e+00,7.083485910755891624e+00
3.151575787893946767e+00,7.082753930906354078e+00
3.161580790395197571e+00,7.082032373679932213e+00
3.171585792896447931e+00,7.081321172488167726e+00
3.181590795397698734e+00,7.080620261602854626e+00
3.191595797898949538e+00,7.079929576139159408e+00
3.201600800400199898e+00,7.079249052039156886e+00
3.211605802901450701e+00,7.078578626055700873e+00
3.221610805402701061e+00,7.077918235736666119e+00
3.231615807903951865e+00,7.077267819409550853e+00
3.241620810405202668e+00,7.076627316166404391e+00
3.251625812906453028e+00,7.075996665849122458e+00
3.261630815407703832e+00,7.075375809035048036e+00
3.271635817908954191e+00,7.074764687022912391e+00
3.281640820410204995e+00,7.074163241819094949e+00
3.291645822911455799e+00,7.073571416124194045e+00
3.301650825412706158e+00,7.072989153319896971e+00
3.311655827913956962e+00,7.072416397456162684e+00
3.321660830415207322e+00,7.071853093238686050e+00
3.331665832916458125e+00,7.071299186016659633e+00
3.341670835417708929e+00,7.070754621770800163e+00
3.351675837918959289e+00,7.070219347101677876e+00
3.361680840420210092e+00,7.069693309218276767e+00
3.371685842921460452e+00,7.069176455926856839e+00
3.381690845422711256e+00,7.068668735620034838e+00
3.391695847923962059e+00,7.068170097266156304e+00
3.401700850425212419e+00,7.067680490398876358e+00
3.411705852926463223e+00,7.067199865106997159e+00
3.421710855427713582e+00,7.066728172024551391e+00
3.431715857928964386e+00,7.066265362321082932e+00
3.441720860430215190e+00,7.065811387692187751e+00
3.451725862931465549e+00,7.065366200350240433e+00
3.461730865432716353e+00,7.064929753015352532e+00
3.471735867933966713e+00,7.064501998906543179e+00
3.481740870435217516e+00,7.064082891733090008e+00
3.491745872936468320e+00,7.063672385686104782e+00
3.501750875437718680e+00,7.063270435430277772e+00
3.511755877938969483e+00,7.062876996095836191e+00
3.521760880440219843e+00,7.062492023270660724e+00
3.531765882941470647e+00,7.062115472992605447e+00
3.541770885442721450e+00,7.061747301741974070e+00
3.551775887943971810e+00,7.061387466434177362e+00
3.561780890445222614e+00,7.061035924412557563e+00
3.571785892946472973e+00,7.060692633441365551e+00
3.581790895447723777e+00,7.060357551698913881e+00
3.591795897948974581e+00,7.060030637770859485e+00
3.601800900450224940e+00,7.059711850643661357e+00
3.611805902951475744e+00,7.059401149698177669e+00
3.621810905452726104e+00,7.059098494703385462e+00
3.631815907953976907e+00,7.058803845810285083e+00
3.641820910455227711e+00,7.058517163545883655e+00
3.651825912956478071e+00,7.058238408807357978e+00
3.661830915457728874e+00,7.057967542856330212e+00
3.671835917958979234e+00,7.057704527313253706e+00
3.681840920460230038e+00,7.057449324151953363e+00
3.691845922961480841e+00,7.057201895694249494e+00
3.701850925462731201e+00,7.056962204604733557e+00
3.711855927963982005e+00,7.056730213885625602e+00
3.721860930465232364e+00,7.056505886871770272e+00
3.731865932966483168e+00,7.056289187225713633e+00
3.741870935467733972e+00,7.056080078932907007e+00
3.751875937968984331e+00,7.055878526297004072e+00
3.761880940470235135e+00,7.055684493935250323e+00
3.771885942971485495e+00,7.055497946773988893e+00
3.781890945472736298e+00,7.055318850044235646e+00
3.791895947973987102e+00,7.055147169277365293e+00
3.801900950475237462e+00,7.054982870300888109e+00
3.811905952976488265e+00,7.054825919234297693e+00
3.821910955477738625e+00,7.054676282485016436e+00
3.831915957978989429e+00,7.054533926744423589e+00
3.841920960480240232e+00,7.054398818983961483e+00
3.851925962981490592e+00,7.054270926451316370e+00
3.861930965482741396e+00,7.054150216666688067e+00
3.871935967983991755e+00,7.054036657419120004e+00
3.881940970485242559e+00,7.053930216762909211e+00
3.891945972986492919e+00,7.053830863014098007e+00
3.901950975487743722e+00,7.053738564747003892e+00
3.911955977988994526e+00,7.053653290790862229e+00
3.921960980490244886e+00,7.053575010226485809e+00
3.931965982991495689e+00,7.053503692383026547e+00
3.941970985492746049e+00,7.053439306834782485e+00
3.951975987993996853e+00,7.053381823398066075e+00
3.961980990495247656e+00,7.053331212128141736e+00
3.971985992996498016e+00,7.053287443316198946e+00
3.981990995497748820e+00,7.053250487486417697e+00
3.991995997998999179e+00,7.053220315393047279e+00
4.002001000500250427e+00,7.053196898017580097e+00
4.012006003001500787e+00,7.053180206565937027e+00
4.022011005502751146e+00,7.053170212465738942e+00
4.032016008004001506e+00,7.053166887363612858e+00
