# M,mandate
5.602801400700350154e-01,7.731159418998785338e-01
5.702851425712855971e-01,7.806607473426685484e-01
5.802901450725362897e-01,7.880130480833325013e-01
5.902951475737868714e-01,7.951754807094559840e-01
6.003001500750374531e-01,8.021507288277954784e-01
6.103051525762881457e-01,8.089415196920428652e-01
6.203101550775387274e-01,8.155506208466603013e-01
6.303151575787894201e-01,8.219808367923528980e-01
6.403201600800400017e-01,8.282350056776398572e-01
6.503251625812905834e-01,8.343159960224328930e-01
6.603301650825412761e-01,8.402267034753961861e-01
6.703351675837918577e-01,8.459700476145362025e-01
6.803401700850425504e-01,8.515489687886433900e-01
6.903451725862931321e-01,8.569664250093391722e-01
7.003501750875437137e-01,8.622253888949754641e-01
7.103551775887944064e-01,8.673288446686671094e-01
7.203601800900449881e-01,8.722797852170615096e-01
7.303651825912956808e-01,8.770812092130855220e-01
7.403701850925462624e-01,8.817361183007115244e-01
7.503751875937968441e-01,8.862475143489507712e-01
7.603801900950475368e-01,8.906183967790376466e-01
7.703851925962981184e-01,8.948517599632012098e-01
7.803901950975487001e-01,8.989505907002396379e-01
7.903951975987993928e-01,9.029178657679967079e-01
8.004002001000499744e-01,9.067565495536974440e-01
8.104052026013006671e-01,9.104695917680523110e-01
8.204102051025512488e-01,9.140599252396049978e-01
8.304152076038018304e-01,9.175304637944371455e-01
8.404202101050525231e-01,9.208841002203189685e-01
8.504252126063031048e-01,9.241237043158697650e-01
8.604302151075537974e-01,9.272521210251176704e-01
8.704352176088043791e-01,9.302721686591163275e-01
8.804402201100549608e-01,9.331866372031409895e-01
8.904452226113056534e-01,9.359982867120747452e-01
9.004502251125562351e-01,9.387098457914262450e-01
9.104552276138069278e-01,9.413240101681074057e-01
9.204602301150575094e-01,9.438434413429411807e-01
9.304652326163080911e-01,9.462707653302960820e-01
9.404702351175587838e-01,9.486085714814088687e-01
9.504752376188093654e-01,9.508594113937700598e-01
9.604802401200600581e-01,9.530257979009012503e-01
9.704852426213106398e-01,9.551102041468166881e-01
9.804902451225612214e-01,9.571150627360774932e-01
9.904952476238119141e-01,9.590427649677590871e-01
1.000500250125062607e+00,9.608956601437544931e-01
1.010505252626313188e+00,9.626760549546138357e-01
1.020510255127563770e+00,9.643862129400501138e-01
1.030515257628814352e+00,9.660283540203246089e-01
1.040520260130064933e+00,9.676046540991156686e-01
1.050525262631315737e+00,9.691172447353383346e-01
1.060530265132566319e+00,9.705682128829060673e-01
1.070535267633816900e+00,9.719596006946944478e-01
1.080540270135067482e+00,9.732934053882182912e-01
1.090545272636318064e+00,9.745715791713296383e-01
1.100550275137568645e+00,9.757960292292089388e-01
1.110555277638819449e+00,9.769686177647287639e-01
1.120560280140070031e+00,9.780911620943018026e-01
1.130565282641320612e+00,9.791654347956353366e-01
1.140570285142571194e+00,9.801931639029517473e-01
1.150575287643821776e+00,9.811760331538513791e-01
1.160580290145072579e+00,9.821156822769501193e-01
1.170585292646323161e+00,9.830137073243880863e-01
1.180590295147573743e+00,9.838716610425431996e-01
1.190595297648824324e+00,9.846910532834813878e-01
1.200600300150074906e+00,9.854733514521311077e-01
1.210605302651325710e+00,9.862199809861622590e-01
1.220610305152576291e+00,9.869323258683786459e-01
1.230615307653826873e+00,9.876117291685146959e-01
1.240620310155077455e+00,9.882594936116271267e-01
1.250625312656328036e+00,9.888768821710444135e-01
1.260630315157578840e+00,9.894651186871405990e-01
1.270635317658829422e+00,9.900253885071625959e-01
1.280640320160080003e+00,9.905588391429301920e-01
1.290645322661330585e+00,9.910665809430333484e-01
1.300650325162581167e+00,9.915496877868090753e-01
1.310655327663831970e+00,9.920091977904570424e-01
1.320660330165082552e+00,9.924461140217571975e-01
1.330665332666333134e+00,9.928614052269516543e-01
1.340670335167583715e+00,9.932560065691722340e-01
1.350675337668834297e+00,9.936308203712603815e-01
1.360680340170085101e+00,9.939867168597593672e-01
1.370685342671335682e+00,9.943245349231673025e-01
1.380690345172586264e+00,9.946450828691162371e-01
1.390695347673836846e+00,9.949491391762090853e-01
1.400700350175087427e+00,9.952374532549475017e-01
1.410705352676338231e+00,9.955107462065826418e-01
1.420710355177588813e+00,9.957697115732084825e-01
1.430715357678839394e+00,9.960150160925356211e-01
1.440720360180089976e+00,9.962473004395060450e-01
1.450725362681340558e+00,9.964671799752937709e-01
1.460730365182591362e+00,9.966752454766567570e-01
1.470735367683841943e+00,9.968720638703321146e-01
1.480740370185092525e+00,9.970581789474758372e-01
1.490745372686343106e+00,9.972341120799907976e-01
1.500750375187593688e+00,9.974003629214479583e-01
1.510755377688844270e+00,9.975574101045148190e-01
1.520760380190095074e+00,9.977057119147352271e-01
1.530765382691345655e+00,9.978457069751570652e-01
1.540770385192596237e+00,9.979778148979796537e-01
1.550775387693846818e+00,9.981024369378439509e-01
1.560780390195097400e+00,9.982199566225403720e-01
1.570785392696348204e+00,9.983307403832604177e-01
1.580790395197598786e+00,9.984351381578604467e-01
1.590795397698849367e+00,9.985334839934711937e-01
1.600800400200099949e+00,9.986260966324308486e-01
1.610805402701350530e+00,9.987132800809663813e-01
1.620810405202601334e+00,9.987953241660945114e-01
1.630815407703851916e+00,9.988725050770973501e-01
1.640820410205102498e+00,9.989450858945825296e-01
1.650825412706353079e+00,9.990133171069470741e-01
1.660830415207603661e+00,9.990774371111084129e-01
1.670835417708854465e+00,9.991376727010200520e-01
1.680840420210105046e+00,9.991942395405383204e-01
1.690845422711355628e+00,9.992473426233456912e-01
1.700850425212606210e+00,9.992971767192876387e-01
1.710855427713856791e+00,9.993439268059943759e-01
1.720860430215107595e+00,9.993877684894878488e-01
1.730865432716358177e+00,9.994288684014747126e-01
1.740870435217608758e+00,9.994673845970278858e-01
1.750875437718859340e+00,9.995034669319864395e-01
1.760880440220109922e+00,9.995372574349217221e-01
1.770885442721360725e+00,9.995688906507782523e-01
1.780890445222611307e+00,9.995984939914694944e-01
1.790895447723861889e+00,9.996261880561341240e-01
1.800900450225112470e+00,9.996520869480413074e-01
1.810905452726363052e+00,9.996762985876428420e-01
1.820910455227613856e+00,9.996989249998311511e-01
1.830915457728864437e+00,9.997200625990587675e-01
1.840920460230115019e+00,9.997398024590302690e-01
1.850925462731365601e+00,9.997582305681301795e-01
1.860930465232616182e+00,9.997754280868818011e-01
1.870935467733866986e+00,9.997914715872793234e-01
1.880940470235117568e+00,9.998064332755369765e-01
1.890945472736368149e+00,9.998203812236416965e-01
1.900950475237618731e+00,9.998333795715742545e-01
1.910955477738869313e+00,9.998454887363957821e-01
1.920960480240120116e+00,9.998567656006130955e-01
1.930965482741370698e+00,9.998672636975536321e-01
1.940970485242621280e+00,9.998770333874439364e-01
1.950975487743871861e+00,9.998861220271877404e-01
1.960980490245122443e+00,9.998945741347702310e-01
1.970985492746373025e+00,9.999024315366973337e-01
1.980990495247623828e+00,9.999097335180562318e-01
1.990995497748874410e+00,9.999165169646027085e-01
2.001000500250125214e+00,9.999228164883141590e-01
2.011005502751375573e+00,9.999286645631205728e-01
2.021010505252626377e+00,9.999340916382127853e-01
2.031015507753876737e+00,9.999391262527401736e-01
2.041020510255127540e+00,9.999437951517978762e-01
2.051025512756378344e+00,9.999481233809646152e-01
2.061030515257628704e+00,9.999521343906491166e-01
2.071035517758879507e+00,9.999558501251127884e-01
2.081040520260129867e+00,9.999592911124687289e-01
2.091045522761380671e+00,9.999624765476330390e-01
2.101050525262631474e+00,9.999654243729362291e-01
2.111055527763881834e+00,9.999681513587937998e-01
2.121060530265132638e+00,9.999706731637491020e-01
2.131065532766382997e+00,9.999730044078882774e-01
2.141070535267633801e+00,9.999751587330025782e-01
2.151075537768884161e+00,9.999771488614960235e-01
2.161080540270134964e+00,9.999789866591781706e-01
2.171085542771385768e+00,9.999806831903730320e-01
2.181090545272636128e+00,9.999822487644680624e-01
2.191095547773886931e+00,9.999836929847903955e-01
2.201100550275137291e+00,9.999850247870963882e-01
2.211105552776388095e+00,9.999862524897822347e-01
2.221110555277638898e+00,9.999873838309407681e-01
2.231115557778889258e+00,9.999884260070989184e-01
2.241120560280140062e+00,9.999893857065959013e-01
2.251125562781390421e+00,9.999902691480200279e-01
2.261130565282641225e+00,9.999910821050224108e-01
2.271135567783892029e+00,9.999918299367533958e-01
2.281140570285142388e+00,9.999925176157459239e-01
2.291145572786393192e+00,9.999931497597994712e-01
2.301150575287643552e+00,9.999937306483150934e-01
2.311155577788894355e+00,9.999942642480738053e-01
2.321160580290145159e+00,9.999947542343875506e-01
2.331165582791395519e+00,9.999952040139842291e-01
2.341170585292646322e+00,9.999956167434780330e-01
2.351175587793896682e+00,9.999959953418838809e-01
2.361180590295147486e+00,9.999963425117549543e-01
2.371185592796398289e+00,9.999966607488307568e-01
2.381190595297648649e+00,9.999969523571761165e-01
2.391195597798899453e+00,9.999972194728312669e-01
2.401200600300149812e+00,9.999974640678988003e-01
2.411205602801400616e+00,9.999976879627399118e-01
2.421210605302651420e+00,9.999978928314352533e-01
2.431215607803901779e+00,9.999980802262153912e-01
2.441220610305152583e+00,9.999982515803909067e-01
2.451225612806402943e+00,9.999984082080848324e-01
2.461230615307653746e+00,9.999985513241400614e-01
2.471235617808904550e+00,9.999986820471615800e-01
2.481240620310154910e+00,9.999988014060869901e-01
2.491245622811405713e+00,9.999989103523905243e-01
2.501250625312656073e+00,9.999990097587820870e-01
2.511255627813906877e+00,9.999991004276529427e-01
2.521260630315157680e+00,9.999991831015462296e-01
2.531265632816408040e+00,9.999992584570875920e-01
2.541270635317658844e+00,9.999993271195746214e-01
2.551275637818909203e+00,9.999993896608900812e-01
2.561280640320160007e+00,9.999994466072745780e-01
2.571285642821410811e+00,9.999994984419930955e-01
2.581290645322661170e+00,9.999995456084080914e-01
2.591295647823911974e+00,9.999995885108703408e-01
2.601300650325162334e+00,9.999996275217035713e-01
2.611305652826413137e+00,9.999996629806546800e-01
2.621310655327663941e+00,9.999996951981426907e-01
2.631315657828914301e+00,9.999997244577270017e-01
2.641320660330165104e+00,9.999997510244973409e-01
2.651325662831415464e+00,9.999997751353488784e-01
2.661330665332666268e+00,9.999997970102953992e-01
2.671335667833917071e+00,9.999998168506347707e-01
2.681340670335167431e+00,9.999998348435970019e-01
2.691345672836418235e+00,9.999998511511682953e-01
2.701350675337668594e+00,9.999998659257014477e-01
2.711355677838919398e+00,9.999998793096498417e-01
2.721360680340170202e+00,9.999998914314880416e-01
2.731365682841420561e+00,9.999999024030359340e-01
2.741370685342671365e+00,9.999999123298932702e-01
2.751375687843921725e+00,9.999999213081129934e-01
2.761380690345172528e+00,9.999999294223012036e-01
2.771385692846423332e+00,9.999999367545484574e-01
2.781390695347673692e+00,9.999999433763420154e-01
2.791395697848924495e+00,9.999999493568771936e-01
2.801400700350174855e+00,9.999999547549351941e-01
2.811405702851425659e+00,9.999999596292123982e-01
2.821410705352676462e+00,9.999999640289534142e-01
2.831415707853926822e+00,9.999999679966338206e-01
2.841420710355177626e+00,9.999999715733731698e-01
2.851425712856427985e+00,9.999999747976282549e-01
2.861430715357678789e+00,9.999999777009060953e-01
2.871435717858929593e+00,9.999999803150656508e-01
2.881440720360179952e+00,9.999999826709429218e-01
2.891445722861430756e+00,9.999999847924021523e-01
2.901450725362681116e+00,9.999999867004791820e-01
2.911455727863931919e+00,9.999999884173362830e-01
2.921460730365182723e+00,9.999999899656557556e-01
2.931465732866433083e+00,9.999999913590751355e-01
2.941470735367683886e+00,9.999999926111036164e-01
2.951475737868934246e+00,9.999999937332717526e-01
2.961480740370185050e+00,9.999999947375406428e-01
2.971485742871435853e+00,9.999999956373419874e-01
2.981490745372686213e+00,9.999999964473451630e-01
2.991495747873937017e+00,9.999999971735018534e-01
3.001500750375187376e+00,9.999999978252027688e-01
3.011505752876438180e+00,9.999999984127490027e-01
3.021510755377688540e+00,9.999999989400341072e-01
3.031515757878939343e+00,9.999999994117443336e-01
3.041520760380190147e+00,9.999999998386059907e-01
3.051525762881440507e+00,1.000000000221898278e+00
3.061530765382691310e+00,1.000000000566840574e+00
3.071535767883941670e+00,1.000000000873424222e+00
3.081540770385192474e+00,1.000000001147761219e+00
3.091545772886443277e+00,1.000000001392161053e+00
3.101550775387693637e+00,1.000000001609012923e+00
3.111555777888944441e+00,1.000000001802370253e+00
3.121560780390194800e+00,1.000000001976542263e+00
3.131565782891445604e+00,1.000000002131637311e+00
3.141570785392696408e+00,1.000000002269959554e+00
3.151575787893946767e+00,1.000000002395411647e+00
3.161580790395197571e+00,1.000000002513623309e+00
3.171585792896447931e+00,1.000000002620662798e+00
3.181590795397698734e+00,1.000000002716901815e+00
3.191595797898949538e+00,1.000000002801280763e+00
3.201600800400199898e+00,1.000000002878331351e+00
3.211605802901450701e+00,1.000000002943191690e+00
3.221610805402701061e+00,1.000000003003352678e+00
3.231615807903951865e+00,1.000000003060214082e+00
3.241620810405202668e+00,1.000000003109797753e+00
3.251625812906453028e+00,1.000000003153177275e+00
3.261630815407703832e+00,1.000000003192203613e+00
3.271635817908954191e+00,1.000000003226232836e+00
3.281640820410204995e+00,1.000000003256745984e+00
3.291645822911455799e+00,1.000000003282649486e+00
3.301650825412706158e+00,1.000000003304037266e+00
3.311655827913956962e+00,1.000000003321350972e+00
3.321660830415207322e+00,1.000000003333500809e+00
3.331665832916458125e+00,1.000000003345347110e+00
3.341670835417708929e+00,1.000000003356344092e+00
3.351675837918959289e+00,1.000000003368245016e+00
3.361680840420210092e+00,1.000000003375248081e+00
3.371685842921460452e+00,1.000000003383761049e+00
3.381690845422711256e+00,1.000000003391919856e+00
3.391695847923962059e+00,1.000000003398636705e+00
3.401700850425212419e+00,1.000000003401879667e+00
3.411705852926463223e+00,1.000000003404932558e+00
3.421710855427713582e+00,1.000000003412481631e+00
3.431715857928964386e+00,1.000000003421529060e+00
3.441720860430215190e+00,1.000000003430150386e+00
3.451725862931465549e+00,1.000000003437051754e+00
3.461730865432716353e+00,1.000000003444482477e+00
3.471735867933966713e+00,1.000000003449237784e+00
3.481740870435217516e+00,1.000000003449107000e+00
3.491745872936468320e+00,1.000000003450275843e+00
3.501750875437718680e+00,1.000000003450568720e+00
3.511755877938969483e+00,1.000000003446652963e+00
3.521760880440219843e+00,1.000000003436503526e+00
3.531765882941470647e+00,1.000000003426652739e+00
3.541770885442721450e+00,1.000000003418958894e+00
3.551775887943971810e+00,1.000000003412117477e+00
3.561780890445222614e+00,1.000000003405810522e+00
3.571785892946472973e+00,1.000000003400205228e+00
3.581790895447723777e+00,1.000000003391949610e+00
3.591795897948974581e+00,1.000000003381639635e+00
3.601800900450224940e+00,1.000000003372341073e+00
3.611805902951475744e+00,1.000000003363096468e+00
3.621810905452726104e+00,1.000000003353350930e+00
3.631815907953976907e+00,1.000000003345799415e+00
3.641820910455227711e+00,1.000000003338701982e+00
3.651825912956478071e+00,1.000000003330979936e+00
3.661830915457728874e+00,1.000000003327155884e+00
3.671835917958979234e+00,1.000000003324637232e+00
3.681840920460230038e+00,1.000000003325036912e+00
3.691845922961480841e+00,1.000000003332202958e+00
3.701850925462731201e+00,1.000000003340095978e+00
3.711855927963982005e+00,1.000000003345198563e+00
3.721860930465232364e+00,1.000000003348380462e+00
3.731865932966483168e+00,1.000000003352471190e+00
3.741870935467733972e+00,1.000000003355693279e+00
3.751875937968984331e+00,1.000000003358483491e+00
3.761880940470235135e+00,1.000000003359492462e+00
3.771885942971485495e+00,1.000000003363984868e+00
3.781890945472736298e+00,1.000000003371710688e+00
3.791895947973987102e+00,1.000000003380484559e+00
3.801900950475237462e+00,1.000000003390794534e+00
3.811905952976488265e+00,1.000000003402744309e+00
3.821910955477738625e+00,1.000000003414793337e+00
3.831915957978989429e+00,1.000000003421517070e+00
3.841920960480240232e+00,1.000000003428550555e+00
3.851925962981490592e+00,1.000000003439960761e+00
3.861930965482741396e+00,1.000000003453574760e+00
3.871935967983991755e+00,1.000000003468644039e+00
3.881940970485242559e+00,1.000000003482462763e+00
3.891945972986492919e+00,1.000000003496171574e+00
3.901950975487743722e+00,1.000000003505769230e+00
3.911955977988994526e+00,1.000000003511862356e+00
3.921960980490244886e+00,1.000000003515665314e+00
3.931965982991495689e+00,1.000000003525808090e+00
3.941970985492746049e+00,1.000000003536841264e+00
3.951975987993996853e+00,1.000000003542726112e+00
3.961980990495247656e+00,1.000000003548345173e+00
3.971985992996498016e+00,1.000000003557849571e+00
3.981990995497748820e+00,1.000000003571624774e+00
3.991995997998999179e+00,1.000000003590894249e+00
4.002001000500250427e+00,1.000000003604625931e+00
4.012006003001500787e+00,1.000000003616913435e+00
4.022011005502751146e+00,1.000000003631485335e+00
4.032016008004001506e+00,1.000000003644644586e+00
4.042021010505252754e+00,1.000000003656335679e+00
4.052026013006503113e+00,1.000000003662921522e+00
4.062031015507753473e+00,1.000000003665227677e+00
4.072036018009004721e+00,1.000000003666810411e+00
4.082041020510255080e+00,1.000000003669695214e+00
4.092046023011505440e+00,1.000000003676189131e+00
4.102051025512756688e+00,1.000000003678938931e+00
4.112056028014007047e+00,1.000000003675290294e+00
4.122061030515257407e+00,1.000000003670005633e+00
4.132066033016507767e+00,1.000000003668553461e+00
4.142071035517759015e+00,1.000000003668637394e+00
4.152076038019009374e+00,1.000000003668636506e+00
4.162081040520259734e+00,1.000000003670943105e+00
4.172086043021510982e+00,1.000000003672511850e+00
