# M,optimal
2.461230615307653746e+00,3.239208097191140223e-01
2.471235617808904550e+00,3.235391887211975237e-01
2.481240620310154910e+00,3.231677686006477201e-01
2.491245622811405713e+00,3.228064561666539878e-01
2.501250625312656073e+00,3.224551585451425062e-01
2.511255627813906877e+00,3.221137831848903121e-01
2.521260630315157680e+00,3.217822378635345482e-01
2.531265632816408040e+00,3.214604306934755740e-01
2.541270635317658844e+00,3.211482701276739959e-01
2.551275637818909203e+00,3.208456649653431136e-01
2.561280640320160007e+00,3.205525243575343408e-01
2.571285642821410811e+00,3.202687578126182655e-01
2.581290645322661170e+00,3.199942752016594061e-01
2.591295647823911974e+00,3.197289867636859961e-01
2.601300650325162334e+00,3.194728031108542976e-01
2.611305652826413137e+00,3.192256352335081093e-01
2.621310655327663941e+00,3.189873945051329707e-01
2.631315657828914301e+00,3.187579926872058933e-01
2.641320660330165104e+00,3.185373419339407319e-01
2.651325662831415464e+00,3.183253547969288610e-01
2.661330665332666268e+00,3.181219442296760458e-01
2.671335667833917071e+00,3.179270235920358956e-01
2.681340670335167431e+00,3.177405066545394563e-01
2.691345672836418235e+00,3.175623076026215519e-01
2.701350675337668594e+00,3.173923410407452628e-01
2.711355677838919398e+00,3.172305219964227097e-01
2.721360680340170202e+00,3.170767659241348069e-01
2.731365682841420561e+00,3.169309887091489308e-01
2.741370685342671365e+00,3.167931066712352806e-01
2.751375687843921725e+00,3.166630365682827630e-01
2.761380690345172528e+00,3.165406955998140148e-01
2.771385692846423332e+00,3.164260014104010588e-01
2.781390695347673692e+00,3.163188720929810960e-01
2.791395697848924495e+00,3.162192261920737102e-01
2.801400700350174855e+00,3.161269827068992622e-01
2.811405702851425659e+00,3.160420610943998065e-01
2.821410705352676462e+00,3.159643812721624756e-01
2.831415707853926822e+00,3.158938636212461071e-01
2.841420710355177626e+00,3.158304289889113936e-01
2.851425712856427985e+00,3.157739986912561636e-01
2.861430715357678789e+00,3.157244945157545724e-01
2.871435717858929593e+00,3.156818387237029233e-01
2.881440720360179952e+00,3.156459540525710095e-01
2.891445722861430756e+00,3.156167637182608066e-01
2.901450725362681116e+00,3.155941914172720741e-01
2.911455727863931919e+00,3.155781613287771403e-01
2.921460730365182723e+00,3.155685981166035936e-01
2.931465732866433083e+00,3.155654269311272131e-01
